;AGREEMENT_RK;TARGET;AGE;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;GENDER;CHILD_TOTAL;DEPENDANTS;PERSONAL_INCOME;LOAN_NUM_TOTAL;LOAN_NUM_CLOSED
13898;74657628;0;51;1;0;0;1;0;15000;2;1
13899;73828477;0;57;0;1;1;3;0;9200;1;0
13900;62238824;0;57;0;1;1;2;0;4300;1;0
13901;62625558;1;56;1;0;1;1;0;60000;1;0
13902;62242420;0;40;1;0;1;1;1;7000;1;0
13903;64559659;0;32;1;0;1;2;2;8000;1;0
13904;75285957;0;41;1;0;1;1;0;12000;1;0
13905;67175137;0;59;1;0;1;2;0;8000;2;1
13906;66829433;0;43;1;0;1;0;0;8000;4;0
13907;62389061;0;31;1;0;1;0;1;10000;1;0
13908;61534539;0;27;1;0;1;2;2;12000;1;0
13909;61469105;0;35;1;0;0;1;1;35000;1;0
13910;74635927;0;51;1;0;1;2;0;5000;1;1
13911;66192123;0;24;1;0;1;0;0;14000;1;0
13912;61418135;0;52;1;0;1;3;1;6000;1;0
13913;61351879;0;30;1;0;1;1;0;15000;1;1
13914;67415825;0;29;1;0;0;1;1;18500;2;0
13915;65403420;0;25;1;0;1;0;0;20000;1;1
13916;60187913;0;61;0;1;1;0;0;5500;1;0
13917;74991796;0;56;1;0;0;0;0;18000;5;1
13918;63984312;0;48;1;0;1;2;1;13000;1;1
13921;59920262;0;44;1;0;0;2;2;20000;1;1
13922;63588265;0;29;1;0;1;0;0;15000;1;1
13923;62258441;0;55;1;0;0;0;0;35000;2;0
13924;74822170;0;36;1;0;0;1;1;30000;2;0
13925;63898189;0;28;1;0;1;1;1;11000;1;0
13926;74840852;1;36;1;0;1;5;5;22000;1;0
13927;65251179;0;35;1;0;1;0;0;10000;1;1
13928;66913666;0;27;1;0;1;0;0;10000;1;1
13929;66402537;0;31;1;0;0;0;0;12000;2;1
13930;72279561;0;35;1;0;0;1;1;16000;1;0
13931;64830573;1;57;0;1;0;0;0;8000;1;0
13932;59936342;0;49;1;0;1;0;0;20000;1;1
13933;61838635;0;42;1;0;1;0;0;15000;1;0
13934;61939238;0;32;1;0;1;0;0;12000;1;1
13935;72268929;0;37;0;1;0;2;2;5000;1;0
13936;74659482;0;38;1;0;1;2;2;10000;3;0
13937;67332493;1;38;1;0;0;0;0;20000;1;0
13938;64585907;0;62;0;1;1;2;0;7600;1;1
13939;62372619;0;34;1;0;0;2;2;20000;1;0
13940;60037205;0;30;1;0;0;2;2;10000;1;0
13941;60466663;0;28;1;0;1;1;1;10000;1;0
13942;66189818;1;50;1;0;1;0;0;15000;1;0
13943;74636465;0;43;1;0;1;1;1;9000;3;1
13944;67233498;0;23;1;0;1;1;1;10500;1;0
13945;61922552;0;44;1;0;1;2;1;20000;2;1
13946;62180768;0;27;1;0;0;0;0;15000;1;0
13947;66968326;1;22;1;0;1;0;0;6000;1;0
13948;62951876;0;46;1;0;0;2;0;14000;1;1
13949;66745797;0;40;1;0;1;4;4;7000;3;1
13951;62082693;0;32;1;0;1;2;2;5000;1;0
13952;73827277;0;58;1;1;1;0;0;23000;1;0
13953;67320200;1;25;1;0;1;2;2;25000;1;0
13954;64843791;0;52;0;1;1;0;0;7000;1;0
13955;66897482;0;33;1;0;0;2;1;37000;1;0
13956;61517887;0;57;0;1;1;0;0;6000;1;0
13957;72285679;0;38;1;0;0;2;2;16000;1;0
13958;62251958;0;64;0;1;1;2;0;4000;1;0
13959;61832879;0;34;1;0;0;1;1;30000;1;0
13960;60447437;0;60;1;0;1;3;0;10000;1;0
13961;64602100;0;41;1;0;1;5;4;8000;2;1
13962;63990293;0;30;1;0;1;0;0;4300;1;0
13963;60388772;1;23;1;0;0;0;0;14000;1;0
13964;62365753;0;56;1;1;1;0;0;12000;1;0
13965;61302901;0;24;1;0;0;0;0;10000;1;0
13966;67167160;0;58;1;0;1;1;1;8000;3;0
13967;62031297;0;33;1;0;1;2;2;9500;1;0
13968;61119299;0;31;1;0;1;1;1;19000;1;1
13969;63991476;0;47;1;0;1;0;0;23000;1;0
13970;60444067;1;24;1;0;0;0;0;27000;1;0
13971;75285837;0;33;1;0;1;3;3;10000;1;0
13972;74957443;0;53;1;0;0;3;1;13000;1;1
13973;67428086;0;39;1;0;0;1;1;10000;1;0
13974;62162933;0;45;1;0;0;2;2;16000;1;0
13975;62498207;0;50;1;0;0;0;0;20000;1;1
13976;62508154;0;50;1;0;1;2;0;15000;1;1
13977;61922464;0;30;1;0;1;0;0;9000;1;1
13978;61028608;0;65;0;1;1;0;0;8000;1;1
13979;66900191;0;26;1;0;1;1;1;7100;1;0
13980;63604271;0;33;1;0;0;2;2;16000;1;1
13981;75021596;0;41;1;0;1;3;1;25000;5;1
13983;64357613;0;23;1;0;1;1;1;25000;1;0
13984;74556315;0;36;1;0;0;1;1;7000;2;1
13985;64441698;0;32;1;0;1;1;1;8700;1;0
13986;63090243;0;33;1;0;1;1;1;15000;1;0
13987;66744354;0;28;1;0;0;1;1;15000;2;1
13988;62500629;0;33;1;0;0;0;0;15000;1;1
13989;66196363;0;26;1;0;1;1;1;10000;1;0
13990;62632002;0;47;1;0;1;2;0;10000;1;0
13991;62490401;1;51;1;0;0;1;0;7500;1;1
13992;59976648;0;62;1;0;1;2;0;23000;1;0
13993;65419319;0;24;1;0;1;0;0;10000;1;1
13994;60391075;0;44;0;1;1;0;0;7800;1;0
13995;60380689;0;53;1;0;1;1;0;5000;1;0
13996;63008148;0;31;1;0;0;1;1;40000;1;0
13997;66089719;0;26;1;0;1;0;0;12000;1;1
13998;59972240;1;35;1;0;1;0;0;7800;1;0
13999;63913134;1;57;0;1;1;1;0;6500;1;0
14000;66921269;0;23;1;0;1;0;0;11500;1;0
14001;61051822;0;26;1;0;0;1;1;13000;1;1
14002;66665771;0;46;1;0;1;1;1;25000;1;1
14003;67174616;0;22;1;0;0;0;1;10000;1;1
14004;63981018;0;58;1;1;0;2;0;25000;1;1
14005;59967705;0;45;1;0;1;2;0;5000;1;0
14006;72292529;0;59;0;1;1;0;0;6300;1;0
14007;73835263;0;29;1;0;1;1;1;12000;2;0
14008;62031506;1;47;1;0;1;2;0;20000;1;0
14009;67425531;0;50;1;0;1;2;0;9000;1;0
14010;62244731;0;46;1;0;1;1;0;15000;2;1
14011;74018912;0;23;1;0;1;2;2;7000;1;0
14012;65200604;0;40;1;0;0;1;0;18000;1;0
14013;64822929;0;33;1;0;1;1;1;10000;1;0
14014;63998572;0;31;1;0;0;1;1;20000;1;1
14015;74276959;0;35;1;0;1;2;2;20000;1;0
14016;65409209;0;23;1;0;1;1;1;20000;1;1
14017;60043375;0;52;1;0;1;1;0;12000;1;0
14019;62032179;0;31;1;0;0;2;2;40000;1;0
14020;72269722;0;34;1;0;1;3;0;15000;1;0
14021;62140171;0;59;0;1;1;0;0;6000;1;0
14022;67233230;0;36;1;0;1;2;2;15000;4;1
14023;74020284;0;50;1;0;1;0;0;6000;1;0
14024;74845108;0;22;1;0;1;0;0;15000;1;0
14025;60378933;0;57;1;1;1;0;0;15000;1;0
14026;60102867;0;33;1;0;0;1;1;10000;1;0
14027;62770387;1;42;1;0;1;2;1;4000;1;0
14028;67549828;0;33;1;0;1;2;2;18000;1;0
14029;74823896;1;24;1;0;1;0;0;30000;1;1
14030;62234744;0;50;1;0;0;2;2;40000;2;0
14031;61369530;0;28;1;0;0;0;0;20000;1;0
14033;66318423;0;60;0;1;1;0;0;6000;2;1
14034;64915437;0;38;1;0;0;2;2;25000;1;0
14036;66896898;0;42;1;0;0;1;0;12000;2;1
14037;67317067;0;50;1;0;1;2;1;10000;1;0
14038;74643652;0;32;1;0;1;1;1;8000;1;1
14039;64374419;1;29;1;0;1;2;2;11000;1;0
14040;64281112;0;46;1;0;0;2;1;15000;1;1
14042;74519607;0;39;1;0;0;0;0;32000;3;1
14043;74273515;0;23;1;0;0;0;0;25000;1;0
14044;74469178;0;42;1;0;1;3;2;20000;1;0
14045;64374068;0;32;1;0;1;1;1;20000;1;0
14046;60096719;0;62;0;1;1;0;0;10000;1;0
14047;67276902;0;22;1;0;1;0;0;17000;1;0
14048;63320736;0;22;1;0;1;0;0;13000;1;0
14049;62603377;0;50;1;0;1;2;0;7000;1;0
14050;67168502;0;46;1;0;1;0;0;16000;1;1
14051;74481304;0;48;1;0;1;3;0;14000;3;1
14052;64448016;0;64;0;1;1;4;4;7500;1;0
14053;59969141;0;36;1;0;1;2;2;18000;1;0
14054;75211826;0;25;1;0;0;0;0;12000;1;0
14055;67166227;0;52;1;1;1;0;0;9000;2;1
14056;62378538;0;37;1;0;1;2;2;18000;1;0
14057;63986737;0;30;1;0;0;1;1;10000;2;1
14058;64424605;1;35;1;0;0;1;1;25000;1;0
14059;64847685;0;51;0;1;1;2;0;7800;1;0
14060;61415601;0;34;1;0;1;2;2;25000;1;0
14061;67315211;0;37;1;0;1;2;2;8000;1;0
14063;67175853;0;45;1;1;1;2;1;8500;1;1
14064;66848581;0;32;1;0;1;2;2;10500;5;1
14065;72289930;0;44;1;0;0;1;1;30000;1;0
14066;65417401;0;26;1;0;1;1;1;3000;1;1
14067;64425411;0;28;1;0;1;1;1;12000;1;0
14068;66889480;0;26;1;0;1;1;1;12000;3;0
14069;60113156;0;41;1;0;1;0;0;6000;1;0
14071;62248081;0;35;1;0;1;1;1;10000;2;1
14072;63599442;0;25;1;0;0;0;0;15000;1;0
14073;66092370;0;24;1;0;1;1;1;15000;2;1
14074;72278748;0;35;1;0;1;0;0;7500;1;0
14075;62244180;0;42;1;0;1;1;0;15000;1;0
14076;67174366;0;22;1;0;1;0;0;12000;3;1
14077;61958137;1;42;1;0;0;3;0;20000;1;0
14078;64563529;0;42;1;0;1;2;2;17000;2;0
14079;66979249;0;29;1;0;0;1;1;18000;3;0
14080;67332971;0;28;1;0;1;1;1;10000;2;0
14081;66759524;0;40;1;0;1;0;0;5200;2;1
14082;66429200;0;63;0;1;0;4;0;6000;2;1
14083;64371026;0;36;1;0;0;2;2;9000;1;0
14084;67228653;0;54;1;0;0;0;0;20000;1;1
14085;61428124;0;30;1;0;0;1;1;23000;1;0
14086;66194626;0;24;1;0;1;1;1;16000;1;0
14087;62952346;0;22;1;0;0;0;0;15000;1;1
14088;61081209;0;31;1;0;0;1;1;25000;1;1
14089;65287264;0;49;1;0;1;0;0;15000;2;1
14090;66425100;0;63;0;1;1;2;0;6000;3;1
14091;61074840;0;63;1;0;1;3;0;10000;1;1
14092;74650808;0;49;1;0;1;2;0;8000;1;1
14093;66190481;0;39;1;0;1;1;1;9000;1;0
14094;67334918;0;48;1;0;1;0;0;15000;2;0
14095;66538005;0;34;1;0;1;1;1;8000;2;1
14096;61963197;0;61;1;1;1;2;0;15000;1;0
14097;61832845;0;44;0;1;1;1;1;6500;1;1
14098;64893368;0;42;1;0;1;1;2;14000;1;0
14100;63992151;0;60;1;1;1;0;0;14000;1;0
14101;67228664;0;50;1;0;1;2;0;12000;3;1
14102;61427343;1;31;1;0;1;2;2;53000;1;0
14103;63007207;0;29;1;0;0;0;0;6200;1;0
14104;74551854;0;53;1;0;1;2;0;10000;4;1
14105;74479701;0;51;1;0;1;2;2;15000;1;1
14106;65398553;0;25;1;0;1;0;0;6500;1;1
14107;59975226;0;62;0;1;1;0;0;4000;1;1
14108;67313225;0;34;1;0;1;1;0;12000;1;0
14109;60053102;0;31;1;0;0;1;1;10000;1;0
14110;63982619;0;58;1;0;1;2;0;22000;1;1
14111;61296237;1;29;1;0;1;0;0;25000;1;0
14112;62437944;0;44;1;0;1;1;1;15000;1;0
14113;61420372;0;29;1;0;0;0;0;12000;1;1
14114;74527315;0;33;1;0;1;2;2;10000;5;1
14115;63328714;0;43;1;0;1;1;1;10000;1;0
14116;61125933;0;48;0;1;0;0;0;4500;1;0
14117;66921594;0;32;1;0;1;1;1;9000;1;0
14118;59929169;0;33;1;0;1;2;2;3300;1;1
14119;66074610;0;24;1;0;1;0;0;12000;1;1
14120;66858254;0;35;1;0;0;1;1;10000;2;1
14121;61359145;0;55;1;0;0;4;0;23000;1;0
14122;66832263;0;56;1;0;1;0;0;8000;4;1
14123;67430747;0;51;1;1;1;3;1;11000;1;0
14124;75282279;0;28;1;0;1;1;1;9700;2;1
14126;67078927;0;34;1;0;0;2;0;25000;2;1
14127;66198271;0;34;1;0;1;1;1;30000;1;0
14128;61936889;0;37;1;0;0;2;2;18000;1;1
14129;64569344;1;25;1;0;1;0;0;22000;2;1
14130;64440321;0;37;1;0;0;1;1;20000;1;1
14131;75275438;0;35;1;0;1;0;0;15000;1;0
14132;66333080;0;36;1;0;1;1;1;14000;2;1
14133;60055196;0;43;1;0;1;0;0;25000;1;0
14134;60461754;0;43;1;0;0;2;2;15000;1;0
14135;74829545;1;36;1;0;0;1;1;15000;3;1
14136;61166556;0;38;1;0;0;1;2;20000;1;0
14137;61533000;0;45;1;0;0;2;2;40000;1;0
14138;64913008;1;39;1;0;1;10;0;8500;1;0
14139;64843728;0;24;1;0;1;0;0;15000;1;0
14140;63903206;1;57;1;0;0;0;0;20000;1;0
14141;62127615;0;27;1;0;1;0;0;13000;1;0
14142;63985883;1;39;1;0;0;1;0;12000;1;0
14143;67430276;0;43;1;0;1;2;0;15000;1;0
14144;61376376;0;50;1;0;0;1;1;20000;2;0
14146;75270343;0;23;1;0;1;0;0;13000;1;0
14147;60040109;0;26;1;0;0;0;0;9800;1;1
14148;61110282;0;31;1;0;0;1;1;17000;1;0
14149;62608527;0;26;1;0;0;1;1;27000;1;0
14150;64360607;0;61;0;1;1;3;0;8000;1;0
14151;63984671;0;43;1;0;1;2;1;17000;1;0
14152;60052594;0;31;1;0;1;2;0;15000;1;0
14153;62988805;0;27;1;0;1;1;1;11000;1;0
14154;66404899;0;36;1;0;0;1;1;16000;4;1
14155;60384553;1;43;1;0;1;3;3;20000;1;0
14156;62489375;0;39;1;0;1;1;1;30000;1;1
14157;75210866;0;43;1;0;0;3;3;9000;1;0
14158;61148673;1;53;1;0;1;2;0;15000;1;0
14159;63906623;1;43;1;0;0;0;0;20000;1;0
14160;64467773;0;41;1;0;1;0;0;12000;1;0
14161;60053244;0;24;1;0;0;0;0;14000;1;0
14162;60098621;0;26;1;0;0;1;1;12000;1;0
14163;61375079;0;26;1;0;0;1;1;6000;2;1
14164;65244343;0;59;1;1;1;2;0;32640;2;1
14165;74190109;1;55;1;0;0;0;0;7000;1;1
14166;74461023;0;51;1;0;0;0;0;30000;2;0
14167;74989962;0;27;1;0;1;1;1;8000;1;1
14168;74018454;0;56;0;1;0;2;0;4500;2;1
14169;61972005;0;45;1;0;1;1;1;14000;1;1
14170;74173492;0;53;0;1;1;1;0;7000;1;0
14171;74941654;0;34;1;0;0;2;2;30000;1;1
14172;64885161;0;39;1;0;1;1;1;6800;1;0
14173;66841597;0;61;1;0;1;2;0;32000;3;1
14174;61414920;0;56;1;0;0;1;0;10000;1;1
14175;75034953;0;46;1;0;1;0;0;10000;2;1
14176;66889667;1;26;1;0;0;0;0;18000;2;1
14177;63091305;0;37;1;0;1;1;0;25000;1;0
14178;62629969;0;30;1;0;0;1;1;15000;1;0
14179;64894842;0;58;0;1;1;0;0;8000;1;0
14180;73815380;0;48;1;0;0;0;0;10000;1;0
14181;62593955;1;31;1;0;1;1;1;9000;1;0
14182;62498675;1;31;1;0;0;2;2;16000;1;1
14183;63089822;0;23;1;0;1;0;0;20000;1;0
14184;73815769;0;33;1;0;0;1;1;20000;1;0
14185;60472757;1;28;1;0;1;1;1;10000;1;1
14186;75280764;0;53;1;0;1;0;0;8000;2;1
14187;66762182;1;50;1;0;1;2;0;8000;5;1
14188;60049106;0;48;1;0;1;0;0;6000;1;1
14189;66779450;1;31;1;0;1;2;2;9500;3;1
14190;66528144;1;37;1;0;1;0;0;12000;2;1
14191;63320744;0;23;1;0;0;0;0;7000;1;1
14192;62602179;0;52;1;0;0;2;0;15000;1;1
14193;66840400;0;43;1;0;1;0;0;10000;1;1
14194;60189667;0;34;1;0;0;2;3;7000;1;0
14195;65494477;0;26;1;0;1;1;1;6000;1;1
14196;67323976;0;43;1;0;0;1;1;10000;3;1
14197;64886237;0;45;1;0;1;2;0;15000;1;0
14198;63810464;0;49;1;0;0;0;0;25000;2;0
14199;74459964;0;40;1;0;1;0;0;14000;1;1
14201;74648120;0;36;1;0;1;2;2;5000;6;1
14202;61527749;0;29;1;0;1;1;1;10000;1;0
14203;60462652;1;35;1;0;0;2;2;30000;1;0
14204;67161368;0;29;1;0;1;0;0;12000;3;1
14205;62381841;0;30;1;0;1;0;0;20000;1;0
14206;59936830;0;37;1;0;1;1;1;15000;1;1
14207;74467479;0;34;1;0;0;0;0;35000;1;0
14208;62367913;0;27;1;0;1;1;1;10000;1;0
14209;60054403;0;57;1;0;1;0;0;13000;1;0
14210;61250853;0;52;1;0;1;0;0;20000;1;0
14211;61369128;0;47;1;0;1;0;0;25000;1;1
14212;74035865;0;46;1;0;1;0;0;7000;3;1
14213;67411340;1;41;1;0;0;0;0;13000;1;0
14214;60448426;0;52;1;0;1;2;0;8000;1;0
14215;73837052;0;24;1;0;1;1;1;6000;1;0
14216;59976223;0;39;1;0;1;1;0;18000;1;0
14217;66770037;0;50;1;0;0;3;0;12000;3;1
14218;64849181;0;57;1;0;0;0;0;8000;1;0
14220;63586716;0;35;1;0;1;2;2;20000;1;0
14221;74483965;0;50;1;0;1;2;0;8000;1;1
14222;72284443;0;36;1;0;1;2;1;11000;1;0
14223;74845169;1;41;1;0;0;2;2;80000;1;1
14224;74525657;0;37;1;0;0;2;2;16000;1;1
14225;74662281;0;56;1;0;1;2;0;17000;1;1
14226;74644806;0;46;1;0;0;1;1;9000;2;1
14227;63317335;0;35;1;0;1;0;0;7500;1;0
14228;61844788;1;41;1;0;1;1;1;8000;1;0
14229;62368184;1;35;1;0;1;3;3;10000;1;0
14230;61959754;0;26;1;0;1;0;0;3800;1;0
14231;61834901;0;53;1;0;1;2;0;9000;1;1
14232;66330793;0;51;1;0;1;1;1;12000;2;1
14233;60058316;0;55;1;0;1;2;0;6000;1;0
14234;74557554;0;38;1;0;0;0;0;7500;3;1
14235;61123011;0;46;1;0;1;1;0;12500;1;0
14236;61254470;0;53;1;0;0;3;1;7000;1;0
14237;62259451;0;47;1;0;0;2;2;10000;1;0
14238;61449625;0;27;1;0;1;0;0;15000;1;0
14239;64839380;0;38;1;0;1;2;2;20000;1;0
14240;61228802;0;35;1;0;1;2;2;6000;1;0
14241;72282217;0;47;1;0;1;0;0;6000;1;0
14242;67174198;0;26;1;0;1;0;0;15000;1;1
14243;67331799;0;49;1;0;1;0;0;8000;1;0
14244;67231751;0;50;1;0;1;0;0;10000;2;0
14245;61147109;0;50;1;0;0;2;0;25000;1;0
14246;63325943;0;24;1;0;1;0;0;10000;1;0
14247;67426581;0;52;1;0;0;0;0;21000;1;0
14248;64586134;1;33;1;0;0;3;3;23000;1;1
14249;66087187;0;24;1;0;1;0;0;10000;1;1
14250;62079211;0;38;1;0;1;1;0;8000;1;0
14251;67012286;0;22;1;0;1;0;0;7700;1;1
14252;61434153;0;47;1;0;1;1;0;15000;2;0
14253;61961954;0;50;0;1;0;5;0;9000;1;0
14254;66320324;0;40;1;0;1;1;1;5000;2;1
14255;67086101;0;49;1;0;1;2;0;7500;3;1
14256;62605610;0;56;1;0;0;0;0;11000;2;1
14257;64454655;0;39;1;0;1;2;2;6000;1;1
14258;62135585;0;28;1;0;1;0;0;7000;1;0
14259;61930913;0;56;1;1;1;1;0;23500;2;1
14260;62032080;0;42;1;0;1;2;2;10000;1;0
14261;74553187;0;35;1;0;0;1;1;20000;2;1
14262;62770518;0;22;1;0;0;0;0;13000;1;0
14263;61065277;0;54;0;1;1;2;0;4500;1;1
14264;66582176;0;24;1;0;1;0;0;10000;2;1
14265;61467291;0;24;1;0;0;0;1;20000;1;1
14266;67430431;0;46;1;0;1;2;0;14000;2;1
14267;61469219;0;39;1;0;0;1;1;10000;2;1
14268;73828994;0;53;1;0;1;3;1;23000;1;0
14269;66585885;0;50;1;0;1;4;0;11500;2;1
14270;62995882;0;27;1;0;0;1;1;30000;1;0
14273;74168516;0;47;1;0;1;2;2;6000;2;1
14274;60472845;0;54;1;0;1;0;0;15000;2;1
14275;65239102;0;35;1;0;0;3;3;18000;1;1
14276;61075094;1;29;1;0;0;0;0;14000;1;1
14277;62770260;1;29;1;0;0;1;1;30000;1;0
14278;74518473;0;44;1;0;1;1;1;5000;3;0
14279;62379687;0;64;0;1;1;2;0;8000;1;0
14280;63629577;0;29;1;0;1;0;0;35000;1;1
14281;65227187;0;56;1;1;1;2;0;11000;1;0
14282;61935742;0;38;1;0;1;1;1;13000;1;1
14283;75034046;0;52;1;0;1;2;0;21000;2;1
14284;67279625;0;26;1;0;0;1;2;22000;1;0
14285;61929323;0;56;0;1;1;2;0;6000;2;1
14287;66891606;0;26;1;0;1;1;1;12000;1;1
14289;67414856;1;52;1;0;1;0;0;20000;3;1
14290;66087984;0;23;1;0;1;0;0;4300;1;1
14291;72276578;0;57;1;0;1;2;0;18000;1;0
14292;74559363;0;35;1;0;1;0;0;10000;3;1
14293;74479421;0;45;1;0;0;0;0;12000;1;1
14294;59930128;0;23;1;0;0;0;0;15000;1;1
14295;61350866;0;52;1;0;1;2;1;10000;1;0
14296;75212485;0;22;1;0;0;0;0;11200;1;0
14297;61376307;0;30;1;0;0;1;1;27000;2;1
14298;66975225;0;30;1;0;1;1;1;10000;1;0
14299;66980482;0;28;1;0;1;2;2;7000;1;0
14300;67158113;0;22;1;0;1;0;0;12000;2;1
14301;64551197;0;30;1;0;1;2;2;10000;1;0
14302;61958931;0;33;1;0;0;1;1;22000;1;1
14303;61110370;0;22;1;0;1;0;1;10000;1;0
14304;60094119;0;44;1;0;1;1;0;10000;1;0
14305;60458136;0;34;1;0;1;2;2;8200;1;0
14306;66916997;0;29;1;0;1;1;1;4300;1;0
14307;61415629;0;61;1;1;1;0;0;28300;1;1
14308;65248086;0;55;0;1;0;0;0;28000;1;1
14309;60058021;1;47;1;0;0;3;0;7500;1;0
14310;72280132;0;23;1;0;0;1;1;18000;1;0
14311;65400851;0;23;1;0;1;0;0;7000;1;1
14312;61292539;1;55;1;0;1;1;0;40000;1;0
14313;61972938;1;58;1;0;0;2;0;8000;1;0
14314;62093291;1;37;1;0;1;0;0;15000;1;0
14315;74471099;1;42;1;0;1;2;0;15000;1;0
14316;74953399;0;37;1;0;1;1;1;14000;4;1
14317;67540203;0;24;1;0;1;1;1;10000;1;0
14318;64567036;0;23;1;0;0;0;0;18000;1;1
14319;67073334;0;34;1;0;0;1;1;16500;6;0
14320;60463023;0;32;1;0;1;1;1;8000;1;0
14321;63332064;0;31;1;0;1;1;1;17000;2;1
14322;61307577;0;63;0;1;1;0;0;8000;1;1
14323;73846209;0;51;1;0;1;0;0;10000;1;0
14324;61370149;0;53;0;1;1;3;0;4500;1;1
14325;66320961;0;25;1;0;0;1;1;12000;2;1
14326;65398091;1;25;1;0;1;1;1;6000;1;1
14327;65415433;0;33;1;0;0;0;0;30000;1;1
14328;60091680;0;24;1;0;0;0;0;6000;1;0
14329;60039822;0;37;1;0;0;1;1;15000;1;0
14330;74481596;0;37;1;0;1;1;1;7500;3;1
14331;62390235;0;48;1;0;1;4;1;9000;1;0
14332;63623392;0;29;1;0;0;1;1;17000;2;0
14333;75004130;0;35;1;0;1;1;2;15000;2;1
14335;66658947;1;59;1;1;1;3;0;15000;2;1
14336;67138043;0;42;1;0;1;2;1;17000;1;1
14338;61069934;0;27;1;0;1;0;0;12000;1;1
14339;61243024;0;26;1;0;0;1;1;7500;1;0
14340;62262301;0;42;1;0;1;1;0;10000;1;0
14341;61934246;0;53;1;0;0;0;0;23000;2;1
14342;66409412;0;26;1;0;1;1;1;16000;1;1
14343;61378786;0;41;1;0;1;2;2;18000;1;0
14344;60109526;0;34;1;0;0;0;0;15000;1;1
14345;60086820;0;63;0;1;1;1;0;6000;1;0
14346;62244358;1;23;1;0;0;0;0;11000;2;1
14347;74027246;0;60;0;1;0;0;0;4500;1;0
14348;61533982;0;43;1;0;1;2;0;25000;1;0
14349;74478380;0;29;1;0;0;0;0;10000;1;1
14350;64437814;0;33;1;0;0;2;2;10000;1;1
14351;62494144;1;51;0;1;1;1;1;8000;1;1
14352;62133744;1;53;0;1;1;0;0;5500;1;0
14353;67233662;1;42;1;0;0;1;1;13000;1;0
14354;62807971;0;50;1;0;1;2;0;7000;1;1
14355;67333111;0;57;1;0;1;0;0;13500;4;1
14356;64914860;0;57;0;1;1;2;0;6300;1;1
14357;65215072;0;45;1;0;0;2;1;14000;1;0
14358;74954600;0;27;1;0;1;1;1;15000;4;1
14359;74539640;0;45;1;0;1;1;1;16000;2;0
14360;74844862;0;30;1;0;0;1;1;16000;4;0
14362;61250109;0;54;1;0;1;3;0;20000;1;0
14363;60401378;0;56;1;0;0;3;0;15000;1;0
14364;62484933;0;40;1;0;1;1;0;10000;1;1
14365;62139065;0;32;1;0;1;1;1;19000;1;0
14366;74482058;0;38;1;0;0;1;1;18000;1;0
14367;66968552;0;55;1;0;0;1;0;10000;2;0
14368;61916735;0;36;1;0;1;1;1;22500;2;0
14369;60061050;0;58;0;1;1;0;0;5200;1;0
14370;62233870;0;29;1;0;1;0;0;20000;1;0
14371;61960111;0;42;0;1;0;1;1;6000;1;0
14372;64351734;0;27;1;0;1;0;0;12000;1;0
14373;66839344;0;44;1;0;1;2;0;10000;4;1
14374;64465249;0;44;1;0;1;1;0;30000;1;0
14375;61116659;0;47;1;1;1;0;0;9000;1;1
14376;74276000;1;35;1;0;1;1;1;20000;1;0
14377;74482170;1;38;1;0;0;1;1;14000;2;1
14378;74826459;0;30;1;0;1;1;1;18000;1;0
14379;67177048;0;29;1;0;1;1;1;18000;3;1
14380;63314558;0;57;1;0;1;2;0;15000;1;0
14381;66591081;0;58;1;1;1;0;0;20500;4;1
14382;65412462;0;26;1;0;1;0;0;14000;1;1
14383;67024633;0;45;1;0;0;1;1;14000;2;1
14384;67223727;0;52;1;0;1;4;0;15000;1;0
14385;64559801;0;27;1;0;1;0;0;13000;1;0
14386;63918123;0;32;1;0;0;0;0;30000;1;0
14387;61106990;0;24;1;0;0;0;0;5000;1;1
14388;65403746;0;26;1;0;1;2;2;9000;1;1
14389;66839855;0;33;1;0;0;1;2;20000;5;1
14390;61358902;0;25;1;0;0;0;0;20000;1;1
14391;64447299;0;24;1;0;1;0;0;15000;1;1
14392;62242320;0;53;1;0;1;2;0;18000;2;1
14393;72261653;0;57;1;0;1;2;0;13000;1;0
14394;63320995;0;59;0;1;1;2;1;15300;1;0
14395;62081325;0;42;1;0;1;0;0;18000;1;0
14396;64557204;0;55;1;0;1;0;0;12800;1;0
14397;62187632;0;34;1;0;1;1;1;8000;1;0
14398;66745945;0;28;1;0;0;1;0;8000;4;1
14399;67208845;0;26;1;0;1;1;1;10000;1;0
14400;62986876;0;30;1;0;0;1;1;25000;1;0
14401;67321305;0;59;0;1;1;0;0;15000;1;0
14402;74840901;0;36;1;0;0;2;2;12600;1;0
14403;59915800;0;24;1;0;0;0;0;50000;1;1
14404;64905267;0;49;1;0;0;0;0;15000;1;0
14405;65204376;0;37;1;0;0;0;0;18000;1;0
14406;61123961;0;40;1;0;1;1;1;17500;1;1
14407;66909368;0;34;1;0;1;1;1;15000;3;1
14408;74459848;0;39;1;0;0;2;2;15000;2;1
14409;64362135;1;51;1;0;1;3;0;18000;1;0
14410;61959688;0;38;1;0;1;4;4;11200;1;0
14411;74015143;0;45;1;0;1;2;0;6000;1;0
14412;65415806;0;24;1;0;1;0;0;10000;1;1
14413;74479297;0;27;1;0;0;0;0;40000;1;1
14414;75033878;1;32;1;0;0;1;1;50000;1;1
